"רשב""ג",רבן שמעון בן גמליאל
"רשב""י",רבי שמעון בר יוחאי
"רשב""ל",רבי שמעון בן לקיש
"רשבג""א",רבן שמעון בן גמליאל אומר
שאדי,"משליך, יורה (חץ)"
שאיל,"שָאַל, שָׁאַל"
שאילו,שָאַלוּ
שאילית,שָאַלְתי
שאלנה,שאל אותו
שאני,שונה
שאני,"שונה ממנו, יש הפרש"
שארא,שְׁאֵרִית
שב,שבעה
שב עשרה,שבע עשרה
שבא,שבת
שבבותא,שכנות
שבבותיה,שכונתו
שבבתא,שכנתה
שבוקו,הַנִּיחוּ
שבחו,הילְלוּ
שבטיא,שִׁבְטֵי
שבטין,עַמִּים
שביעאה,שְּׁבִיעִי
שביק,"הניח, עזב"
שבישא,עץ
שבליא,שִׁבֳּלִים
שבסר,שבעה עשר
שבסרי,שבעה עשר
שבעא,שִׁבְעָה
שבעין,שִׁבְעִים
שבק,עזב
שבק,"עזב, הנח"
שבקא,עזבה
שבקה,נְתָנוֹ (עֲזָבוֹ - איפשר לו)
שבקהו,עזבהו
שבקו,עזבו
שבקו,עָזְבוּ
שבקוה,עזבוה
שבקיה,עזבו
שבקינהו,עזב אותם
שבקת,אָצַלְתָּ (שָמַרְתָ)
שבקתך,נְתַתִּיךָ
שבקתני,נְטַשְׁתַּנִי
שבריריא,סַּנְוֵרִים
שבשין,שָׂרִיגִם
שבשתא,"טעות, שיבוש"
שבתא,שבת
שגדין,שְׁקֵדִים
שדא,זרק
שדור,שלחו
שדי,זורק
שדי,זרק
שדיא,"רוח קדים, חמסין"
שדיה,השליכו
שדיין,"מוטלים, מושלכים"
שדך,נשא ונתן על דבר נשואין
שדר,"שלח,שליח"
שדר,שלח
שדרו,שלחו
שדריה,שלח אותו
שדריה,"שדרתו, שלחו"
שדרית,שָׁלַחְתִּי
שהי,מִשְׁתָּאֵה
שו,שִׂים
שואר,"דילג, קפץ"
שובעא,שָׂבָע
שודא,הכרעה
שודרא,חבל
שוו,שִׂימוּ
שוור,"מדלג, קופץ"
שוחדא,שוחד
שוי,שׂם
שוי,"יָּשֶׁת, שִׂים, שָׂם, יָשִׁית"
שויאו,שָׂמוּ
שוייה,"עשאו, מינהו"
שויני,"שָׂמַנִי (שם אותי (מינה אותי)), שם אותי"
שויתי,שַׂמְתִּי
שוכתא,חלודה
שולטן,שלטון
שוליא,נער הלומד מלאכה
שום,שֵׁם
שומא,הערכה
שומענא,"שם, מוניטין"
שונרא,חתול
שופטנא,שוטה
שופטני,שוטים
שופי,"בלא הרהור, בלא דוחק, בנחת"
שופרא,"יפה, טוב, מובחר, יופי"
שופריה,יופיו
שוקא,רחוב
שור,"קפץ, דילג"
שושילתא,שלשלת
שושפא,הַפְּתִילִים
שושפך,פְתִילֶךָ
שותא,"שיחה (דיבור), רוח דרומית, קורה, רשת, ענפים"
שותא,"מכמורת, עלים ופירות [של צלף], שיחה, דיבור"
שותה,שַׂמְתִּיו
שותנון,שמה אותם
שזב,הציל
שזבה,הציל אותו
שזבני,הַצִּילֵנִי
שחום,חוּם
שטיא,שוטה
שטר,מרח
שיבבא,שכן
שיבבתא,שכנתה
שיבסר,שבעה עשר
שיבקא,מנחיל
שידתא,תיבה
שיוטא,שחיה
שיזבא,הצלה
שיזבתא,פליטה
שיחומא,שחום
שיטתיה,"שיטתו, לשיטתיה. הולך לפי שיטתו"
שייך,"כרוך, מוסב, נמנה על..., חל עליו"
שייפא,איבר
שייפין,איברים
שייר,השאיר
שיכבי,מתים
שיל,שאל
שילהי,סוף
שימאה,נחרב ושומם
שימשא,שמש
שיננא,חריף
שינרא,חתול
שינתא,שינה
שינתא,תַרְדֵּמָה
שיע,חֹמֶר
שיעור,כמות
שיעורא,"שיעור,כמות"
שיפורא,שופר
שיפורא,"שופר, קול שופר"
שיפורי,שופרות
שיצי,"סיים, כִּלָּה"
שיציאו,כִּלּוּ
שיציאת,סיימה
שיציתי,סיימתי
שיראי,בגדי משי
שירותא,התחלה
שירותא,סעודה
שירותא,צָּהֳרָיִם
שיריא,צְּמִידִים
שירין,צְמִידִים
שירת,אֹרְחַת
שישא,שיש
שישורא,חבל
שית,שש
שית,שֵׁשׁ
שית עשרה,שש עשרה
שיתין,שישים
שיתין,"שישים, ששים"
שיתסר,שש עשרה
שיתסר,(=שית עסר) ששה עשר
שכב,מת
שכבא,"ישן, נרדם"
שכוב,תשכב
שכונא,חדר
שכח,מצא
שכיב,מת
שכיב,"שָׁכַב, שֹׁכֵב, שָׁכַב"
שכיב מרע,חוֹלֶה
שכיבא,שכבה
שכיבו,יִשְׁכָּבוּ
שכיבי,שִׁכְבִי
שכיבית,שָׁכַבְתִּי
שכיבת,שכבה
שכיח,מצוי
שכיחא,מצוי
שכיחי,מצויים
שכינתא,שכינה
שלחה,שלח אותו
שלחית,שלחתי
שלחנא,שלח אותנו
שלחנון,שלח אותם
שלחף,שיכל את ידיו
שלחת,שָׁלְחָה
שלחתוני,שלחתם אותי
שלטנו,שילטון
שליט,מֹּשֵׁל
שלים,"שלם, תמים"
שלים,"אָפֵס (נגמר), מָלֵא, נישלם, נגמר, הסתיים, שָׁלֵם, תָמִים, תַּם"
שלימו,"יִּכְלוּ, נשלמו"
שלימת,"נשלמו, הסתיימה"
שלם,שָׁלוֹם
שלם,שלום וברכה
שלמא,שלום וברכה
שלמא,שְׁלוֹם
שלמי,משלימים
שלמין,שְׁלֵמִים
שלמתון,שִׁלַּמְתֶּם
שמא,שֵׁם
שמא,שם
שמאלא,שְׂמֹאל
שמאלה,שְׂמֹאלוֹ
שמה,שְׁמוֹ
שמהון,שְׁמָם
שמהן,"שֵּׁמֹת, שֵׁמוֹת"
שמהת,שְׁמוֹת
שמוהי,שמו אותו
שמושי,כַּנִּי
שמושך,כַּנֶּךָ
שמיא,שָׁמַיִם
שמיא,שמים
שמיה,שמו
שמיע,שָׁמַע
שמיע,נשמע
שמך,שִׁמְךָ
שמן,חֶמְאָה
שמע,שומע
שמע מינה,"מכאן אתה שומע, מכאן אתה לומד"
שמע מינה,"שמע ממנה, למד ממנה"
שמעא,"שמש, משרת"
שמעו,שִׁמְעוּ
שמעיה,שמשו (המשרת שלו)
שמעיה,"שְמָעוֹ, שמָשו, שמשיו"
שמעית,שָׁמַעְתִּי
שמעתא,שמועה
שמעתא,מסורת הלכה
שמעתיה,שמועתו (ההלכה שבפיו)
שמעתתא,שמועות [=הלכות של אמוראים]
שמעתתא,"מסורת הלכה, הלכה"
שמעתתיה,שמועתו
שמש,שֶרֵת
שמשא,שמש
שמשא,"שמש, שמש, חמה"
שמשא,שֶּׁמֶשׁ
שמת,החרים
שמתא,נידוי
שמתא,חרם
שמתיה,"נדהו, נדויו"
שני,החליף
שניא,שָּׁנִים
שניאתא,שְׂנוּאָה
שנין,"שָׁנָה (שנים), שָׁנִים"
שנער,בבל
שנתה,שְּׁנָתוֹ
שעור,כמות
שעי,שעות
שעי,עשה ציפוי
שעיע,חָלָק
שעיעות,חֲלָקוּת (המקום החלק)
שעירן,שְׂעִרֹת
שעמומיתא,שגעון וטמטום
שעף,נְכֹאת
שערי,שעורים
שערן,שָׂעִר
שף דעתיה מיניה,"נסתלקה ממנו בינתו, איבד את הכרתו"
שפונאה,מוזג
שפי,החליק
שפיל לסיפיה דקרא,ראה בסוף הפסוק
שפיר,יפֶה
שפיר,"טוב, יפה"
שפיר,"מֵיטַב, יְפֵה"
שפיר דמי,"יפה הוא דומה (העניין עולה יפה ואין בו חוסר), מותר"
שפירא,יָפָה
שפירו דאתתא,יופי האישה
שפירן,"יְפוֹת, טֹבֹת"
שפירת,טוֹבַת
שפירת חיזו,טובת מראה
שפנינא,תֹר
שפר,"היה טוב, טוּב (בסמיכות), מִבְחַר (הטוב ביותר)"
שפרו,מצאו חן
שצי,כִּלָּה
שקא,שַׂק
שקא,"שקע, נפל"
שקוהי,"שוקיה, השוקיים שלה"
שקול,מאוזן
שקולא,"סבל, נושא משא"
שקי,מַּשְׁקִים
שקיא,"שֹּׁקֶת, מַשְׁקֵה"
שקיא,מוזג
שקיותה,מַשְׁקֵהוּ
שקיט,שוקט
שקיינא,משקה
שקיל,שקיל = לקח
שקיל,לקח
שקיפן,שְׁדֻפוֹת
שקל,לקח
שקל וטרא,נשא ונתן
שקל למטרפסיה,קיבל את עונשו
שקלא וטריא,"ויכוח, דיון"
שקלינהו,נטלם
שקר,הֵתֶל
שרא,התיר
שרא,"התיר, פתח"
שרא,"חָנָה (חניה), פתח, שָׁכַן"
שרבא,חֹרֶב
שרבב,האריך
שרג,"סידר וערך בערימה, מעד"
שרגא,נר
שרגי,נרות
שרו,שָׁכְנוּ (גרו)
שרי,"החל (מלשון חול, ההפך מקודש), שְׁכֹן, שֹׁכֵן"
שרי,"מתיר, מותר, מתחיל, התר"
שרי,"פיתח (קשר), התיר, מותר"
שריאת,התחילו
שרינן,אנחנו מתירים
שריר,חזק
שריר וקים,יש לו תוקף
שריתא,קורָה
שרק,"עשה חלקלק, צפצף בקולו"
שרשותא,חבט
שרשיפא,שרפרף
שת,שֵׁשׁ
שתא,שנה (שנים עשר חודשים)
שתא,"שָּׁנָה, שִׁשָּׁה"
שתא,"שנה, שישה"
שתומא,חור
שתוקא,שתיקה
שתות,שישית
שתותא,שישית
שתי,שותה
שתי,"שָתַה, שותה"
שתיאו,שתו
שתין,שישים
שתין,שִׁשִּׁים
שתיק,"מַחֲרִישׁ, הֶחֱרִשׁ (שָתַק)"
שתיתא,"מאכל משיבולים קלויות, שישית"
שתיתאה,מאכל משיבולים קלויות
שתיתאה,שישי
שתיתאי,שִּׁשִּׁי
שתלא,גנן
שנאמ',שנאמר
"ש""א",שמואל א
"ש""ב",שמואל ב
"ש""ד",שפיר דמי-יפה
"ש""ז",שכבת זרע
"ש""ח",שומר חינם
"ש""מ","שמע מינה, לומדים מזה"
"ש""ע","(סימן), שולחן ערוך"
"ש""פ",שוה פרוטה
"ש""צ",שליח ציבור
"ש""ש","שם שמים, שומר שכר"
"שא""א",שאי אפשר
"שאר""י",שארית יוסף
"שב""ע",(סימן)
"שה""י פה""י",שבת היום פסח היום
"שה""ש",שיר השירים
"שו""ר",(סימן)
"שולי""ם",(סימן)
"שומ""ע",(סימן)
"שונ""א","(סימן, ראה בבא מציעא-דף לב - ב)"
"שח""ז",(סימן)
"שי""ן",האות שין
"שי""ש",(סימן)
"שיבש""ה",(סימן)
"שיצ""י",(סימן)
"שכ""מ",שכיב מרע-עומד למות
"שכ""ן",(סימן)
"של""ו",(סימן)
"שלח""ן",(סימן)
"שליט""א",שיחיה לאורך ימים טובים אמן
"שלש""ה",(סימן)
"שמע""י",(סימן)
"שנ""ז",(סימן)
"שנבא""י",(סימן)
"שס""ה",שלוש מאות שישים וחמשה
"שסד""ך",(סימן)
"שע""ה",(סימן)
"שפ""ז",(סימן)
"שקה""ח",שקיעת החמה
"שרנ""ם",(סימן)
"ששל""ץ",(סימן)
"שת""י","(סימן, ראה יבמות-דף סג - א)"
תא,בוא
תא חזי,בוא וראה
תא שמע,"בוא ושמע, בוא ולמד"
תא שמע,"בא תשמע, תחילת הוכחה, בוא תשמע, צא ולמד"
תאובתיך,תְּשׁוּקָתֵךְ
תאחרון,תְּאַחֲרוּ
תאלתה,"תאלתא. תאלה, מין דקל נמוך"
תאנין,תְאֵנָה
תב,"שָׁב, יָּשָׁב"
תב,שב (גם מלשון לשבת וגם מלשון לחזור בו)
תבאישון,תָּרֵעוּ
תבו,שָבוּ (בחזרה למקומם)
תבור,תהיה שממה
תבותא,"תֵּבָה, הַתֵּבָה"
תביר,שָבוּר
תבירו,שֶׁבר
תבנא,"שַׁבְנוּ, תֶּבֶן"
תבענה,תְּבַקְשֶׁנּוּ
תבר,שבר
תברא,"שוֹבָר, שֶבֶר, שָברָה"
תברי,תברא
תברכנך,תְּבָרֶכְךָ
תבשילא,נָזִיד
תבת,שבה (חזרה)
תגא,כתר
תגזרון,תימולו (תעשו ברית מילה)
תגרי,סֹחֲרִים
תגריה,"ריבו, משפטו"
תדאית,תַּדְשֵׁא
תדבקנון,תשיגו
תדברון,תקחו
תדחל,תִּירָא (תפחד)
תדחל,תירא
תדחלון,תִּירָאוּ
תדחלון,"תפחדו, תיראו"
תדחלי,תִּירְאִי
תדיר,קורה הרבה פעמים - לעיתים קרובות
תדירא,תמיד
תדכר,תזכיר
תדכרנני,זְכַרְתַּנִי
תדע,ראיה לדבר
תהא,תהיה
תהא,"תִּהְיֶה, הְיֵה (אתה תהיה)"
תהוון,תִּהְיוּ
תהומא,תְּהוֹם
תהון,תהיו
תהי,"תִּהְיֶה, תהיה, יִהְיֶה, תהיה"
תהייא,תמהון
תהך,תָבוֹא
תהכון,תֵּלְכוּ
תו,"(=תּוּב) שוב, עוד, יותר"
תו,"עוד, שוב פעם"
תוב,"שוב, עוד"
תוב,"שוב (גם מלשון לשבת וגם מלשון לחזור בו), עתה"
תוב,שׁוּב
תובו,שׁוּבוּ
תובי,שׁוּבִי
תובליא,חבל ארוך
תובליא,חבל
תוהא,חֲרָדָה
תוהו,נחרדו
תוחון,תמהרו
תוטיב,תֵיטִיב
תולאנא,אדום כתולע
תולדה,תוצאה
תולדת,תוֹלְדוֹת
תומא,שום
תונא,סיוע
תוספתא,משניות שנאספו אחרי שרבי יהודה הנשיא חתם את משנתנו
תופין,תֹף
תוקמיה,העמיד (בציווי) כלומר פרש את המשנה שמדובר במקרה כזה
תוקפא,תוקף
תוקפא,רוגז
תורא,שור
תורהון,"בְּקָרָם, צֹאנָם"
תורי,"פָרִים, בָּקָר (שוורים)"
תוריהון,בְקָרָם
תורין,בָקָר
תוריתא,"צורה, תואר"
תורך,בְקָרְךָ
תורן,פָּרוֹת
תורף,עיקרי הפרטים המסויימים בשטר
תורפה,"חולשה, ערוה"
תורת אמת,"תורת ישראל, מאגר תורני חופשי לכבוד השם יתברך"
תורתא,פָּרוֹת
תושדון,תִּשְׁפְּכוּ
תושטון,תִּשְׁלְחוּ
תושיט,תִּשְׁלַח
תותב,תוֹשָׁב
תותבות,מְגוּרֵי
תותבותהון,מְגוּרֵיהֶם
תותבותי,מְגוּרַי
תותבותך,מְגֻרֶיךָ
תותי,מתחת
תזרעון,תזרעו
תחובון,תֶּחֶטְאוּ
תחוון,תגידו (תאמרו)
תחוי,תַּראה
תחום,גְּבוּל
תחומה,גְּבֻלוֹ
תחוס,תָּחֹס
תחות,"תַּחַת, תֵּרֵד, תַּחַת"
תחותה,תַּחְתֶּנָּה
תחותוהי,תַּחְתָּיו
תחזון,תִרְאוּ
תחי,תִחְיֶה
תחתון,תורידו
תטלון,תשאו (תקחו)
תטלנני,תשא אותי
תטר,תִשְׁמֹר
תטרון,תִּשְׁמְרוּ
תטרון,תשמורו
תיאובתיה,"חשקו, תאוותו, תשוקה, חושק"
תיב,מלשון לשבת או מלשון לחזור בו
תיב,שֵׁב
תיבד,תאבֵּד
תיבו,שְׁבוּ
תיבי,"שְׁבִי, תֹאבֶה (תִּרְצֶה)"
תיבין,תיבות
תיבנא,תחבנא. תבן
תיבעי,"תצטרך, תישאֵל, תבקש"
תיגרא,"משענת, מקל"
תיהא,ריח
תיובתא,"תירוץ (וקושיה על השיטה השניה), תשובה וחרטה, קושיה"
תיובתא,תשובה
תיומין,תְאוֹמִים
תיזיל,תלך
תיזיל,תֵלֵךְ
תיזלי,תלכי
תיזלי,תֵלְכִי
תיחי,תִחְיֶה
תיכול,תֹאכַל
תיכי,שרשרות
תיכלא,קלקול
תיכלון,"תֹאכְלוּ, אִכְלוּ"
תיכלינה,תֹּאכֲלֶנָּה
תילחא,חתיכה
תילתא,בן שלוש
תימא,תאמר
תימחתא,קליפה רכה
תימר,"תֹאמַר, תאמר"
תימרא,ריס של עין
תימרון,"תאמרו, תֹּאמְרוּ"
תינח,"תהא נוחה, יהא הדבר נוח"
תינח,"ניחא, במה דברים אמורים"
תינח נפשיה,"תנוח נפשו, ימות, יפטר"
תינין,שני
תיעול,תָּבוֹא
תיפוק ליה,"יצא לו-שילמד את זה מ... (בתמיהה למה צריך ללמוד מכאן), יסיק את הדבר"
תיקו,סיכום לבעיה שלא נפתרה (ראשי תיבות: תשבי יתרץ קושיות ובעיות)
תיקו,"(=תיקום, קום) תַּעֲמוֹד"
